Title,Art Latitude,Art Longitude,Venue_x,Venue Latitude,Venue Longitude,Venue Category,Super Category,Venue_y,cluster_label
Untitled Star Map Floor Inlay,47.724083,-122.348533,Bitter Lake Playfield,47.72415014,-122.34912859999999,Athletics & Sports,Recreation,Bitter Lake Playfield,2
Water Borne,47.724167,-122.348633,Bitter Lake Playfield,47.72415014,-122.34912859999999,Athletics & Sports,Recreation,Bitter Lake Playfield,2
Whirr,47.724416999999995,-122.348483,Bitter Lake Playfield,47.72415014,-122.34912859999999,Athletics & Sports,Recreation,Bitter Lake Playfield,2
Firefighter Silhouettes,47.6652,-122.316833,University Volkswagen,47.66441704,-122.3171409,Auto Dealership,Retail,University Volkswagen,2
Sasquatch Pushing over A House,47.664333,-122.3197,University Volkswagen,47.66441704,-122.3171409,Auto Dealership,Retail,University Volkswagen,2
Reflective Refuge at Meadowbrook Pond,47.705633,-122.28888300000001,Seattle 5 Stars Garage Doors,47.703628,-122.289929,Auto Garage,Service,Seattle 5 Stars Garage Doors,2
American Doughboy Bringing Home Victory,47.70965,-122.343033,Walt's Auto Care Center Aurora Ave,47.707775,-122.34485600000001,Automotive Shop,Retail,Walt's Auto Care Center Aurora Ave,2
Into the Green Wood,47.687517,-122.3553,Coyle's Bakeshop,47.68923622,-122.3551701,Bakery,Food,Coyle's Bakeshop,2
Playground,47.67675,-122.30495,Sodhouse Bakery,47.67585355,-122.30438429999998,Bakery,Food,Sodhouse Bakery,2
Playground Artwork,47.6767,-122.30495,Sodhouse Bakery,47.67585355,-122.30438429999998,Bakery,Food,Sodhouse Bakery,2
Ballard Gateway,47.664986,-122.37613600000002,Mike's Chili Parlor,47.66282225,-122.375801,Bar,Retail,Mike's Chili Parlor,2
"Collections  Objects, Experiences, Memories",47.719547,-122.29786100000001,The Back Door Pub,47.71837199,-122.2956034,Bar,Retail,The Back Door Pub,2
Into the Green Wood,47.687517,-122.3553,The Yard Cafe,47.68955028,-122.35549240000002,Bar,Retail,The Yard Cafe,2
Lake City Gateway,47.719120000000004,-122.29557,The Back Door Pub,47.71837199,-122.2956034,Bar,Retail,The Back Door Pub,2
People Waiting for the Interurban,47.64945,-122.349483,Schilling Cider House,47.64955773,-122.34923219999999,Bar,Retail,Schilling Cider House,2
Pergola At Waiting For The Interurban,47.64945,-122.34955,Schilling Cider House,47.64955773,-122.34923219999999,Bar,Retail,Schilling Cider House,2
Reality Relics,47.650133000000004,-122.34843300000001,Schilling Cider House,47.64955773,-122.34923219999999,Bar,Retail,Schilling Cider House,2
Untitled,47.719561,-122.297836,The Back Door Pub,47.71837199,-122.2956034,Bar,Retail,The Back Door Pub,2
Water Weaving Light Cycle,47.650067,-122.34883300000001,Schilling Cider House,47.64955773,-122.34923219999999,Bar,Retail,Schilling Cider House,2
Untitled,47.645333,-122.4016,West Magnolia Playfield,47.64533424,-122.4006565,Baseball Field,Recreation,West Magnolia Playfield,2
Untitled,47.6452,-122.4014,West Magnolia Playfield,47.64533424,-122.4006565,Baseball Field,Recreation,West Magnolia Playfield,2
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Golden Gardens Park,47.69058265,-122.40329579999998,Beach,Recreation,Golden Gardens Park,2
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Golden Gardens Park Waterfront,47.69158695,-122.4038082,Beach,Recreation,Golden Gardens Park Waterfront,2
The Fin Project:  From Swords into Plowshares,47.68085,-122.24733300000001,Warren G. Magnuson Beach,47.68040943,-122.24698159999998,Beach,Recreation,Warren G. Magnuson Beach,2
"Collections  Objects, Experiences, Memories",47.719547,-122.29786100000001,Brother Barrel,47.7202893,-122.294972,Beer Bar,Retail,Brother Barrel,2
Lake City Gateway,47.719120000000004,-122.29557,Brother Barrel,47.7202893,-122.294972,Beer Bar,Retail,Brother Barrel,2
Untitled,47.719561,-122.297836,Brother Barrel,47.7202893,-122.294972,Beer Bar,Retail,Brother Barrel,2
Five Neons,47.661317,-122.338783,Bottleworks,47.66150244,-122.3370608,Beer Store,Retail,Bottleworks,2
Salmon Waves,47.66468,-122.3975,Lake Washington Ship Canal,47.66480758,-122.39769209999999,Boat or Ferry,Recreation,Lake Washington Ship Canal,2
Playground,47.67675,-122.30495,Third Place Books,47.67599098,-122.30645190000001,Bookstore,Retail,Third Place Books,2
Playground Artwork,47.6767,-122.30495,Third Place Books,47.67599098,-122.30645190000001,Bookstore,Retail,Third Place Books,2
Salmon Waves,47.66468,-122.3975,Carl S. English Jr. Botanical Garden,47.66656051,-122.396746,Botanical Garden,Recreation,Carl S. English Jr. Botanical Garden,2
Circulation,47.706033000000005,-122.322717,Fuego,47.70598305,-122.32596969999999,Boutique,Retail,Fuego,2
Forms of Power,47.661483000000004,-122.36463300000001,The Dish Cafe,47.66027961,-122.3658982,Breakfast Spot,Food,The Dish Cafe,2
Sadako and the Thousand Paper Cranes,47.655583,-122.31865,Portage Bay Cafe,47.65756951,-122.31775649999999,Breakfast Spot,Food,Portage Bay Cafe,2
Wisteria Mural,47.6593,-122.319167,Portage Bay Cafe,47.65756951,-122.31775649999999,Breakfast Spot,Food,Portage Bay Cafe,2
Ballard Gateway,47.664986,-122.37613600000002,Peddler Brewing Company,47.66375715,-122.37705749999999,Brewery,Retail,Peddler Brewing Company,2
Ballard Gateway,47.664986,-122.37613600000002,Reuben's Brews,47.665397999999996,-122.37326999999999,Brewery,Retail,Reuben's Brews,2
Ballard Gateway,47.664986,-122.37613600000002,Lagunitas Seattle Taproom & Beer Sanctuary,47.664547999999996,-122.37805700000001,Brewery,Retail,Lagunitas Seattle Taproom & Beer Sanctuary,2
Ballard Sculpture Garden,47.66285,-122.3645,The Brewtap at Reuben’s Brews,47.662411999999996,-122.36664099999999,Brewery,Retail,The Brewtap at Reuben’s Brews,2
Forms of Power,47.661483000000004,-122.36463300000001,Bad Jimmy's Brewing Co.,47.66007795,-122.3655533,Brewery,Retail,Bad Jimmy's Brewing Co.,2
Forms of Power,47.661483000000004,-122.36463300000001,The Brewtap at Reuben’s Brews,47.662411999999996,-122.36664099999999,Brewery,Retail,The Brewtap at Reuben’s Brews,2
Ross Creek,47.652516999999996,-122.3594,Fremont Mischief Distillery,47.65149326,-122.35647379999999,Brewery,Retail,Fremont Mischief Distillery,2
Wisteria Mural,47.6593,-122.319167,Floating Bridge Brewing,47.6614564,-122.3198023,Brewery,Retail,Floating Bridge Brewing,2
Sasquatch Pushing over A House,47.664333,-122.3197,Timeless Tea,47.665096000000005,-122.317227,Bubble Tea Shop,Food,Timeless Tea,2
"Collections  Objects, Experiences, Memories",47.719547,-122.29786100000001,Dick's Drive-In,47.71822494,-122.2967763,Burger Joint,Food,Dick's Drive-In,2
Forms of Power,47.661483000000004,-122.36463300000001,Giddy Up Burgers & Greens,47.66214295,-122.3678233,Burger Joint,Food,Giddy Up Burgers & Greens,2
Homage to Hokusai,47.6814,-122.32695,Lunchbox Laboratory,47.68042226,-122.32565359999998,Burger Joint,Food,Lunchbox Laboratory,2
Lake City Gateway,47.719120000000004,-122.29557,Dick's Drive-In,47.71822494,-122.2967763,Burger Joint,Food,Dick's Drive-In,2
Light Bulb Bench,47.700383,-122.34183300000001,Burgermaster,47.70123282,-122.34430559999998,Burger Joint,Food,Burgermaster,2
Portal,47.680316999999995,-122.328433,Teddy's Bigger Burgers - Greenlake,47.67882695,-122.3264523,Burger Joint,Food,Teddy's Bigger Burgers - Greenlake,2
Seattle Scatter Piece,47.73215,-122.34856699999999,Kidd Valley - Bitter Lake,47.73255704,-122.345529,Burger Joint,Food,Kidd Valley - Bitter Lake,2
Seven Figures,47.680417,-122.3281,Teddy's Bigger Burgers - Greenlake,47.67882695,-122.3264523,Burger Joint,Food,Teddy's Bigger Burgers - Greenlake,2
Untitled,47.668517,-122.386067,8oz Burger & Co.,47.66860137,-122.3881923,Burger Joint,Food,8oz Burger & Co.,2
Untitled,47.719561,-122.297836,Dick's Drive-In,47.71822494,-122.2967763,Burger Joint,Food,Dick's Drive-In,2
"Collections  Objects, Experiences, Memories",47.719547,-122.29786100000001,Kaffeeklatsch,47.71990931,-122.2949336,Cafe,Food,Kaffeeklatsch,2
Firefighter Silhouettes,47.6652,-122.316833,Jake's Coffee,47.66316938,-122.3157357,Cafe,Food,Jake's Coffee,2
Lake City Gateway,47.719120000000004,-122.29557,Kaffeeklatsch,47.71990931,-122.2949336,Cafe,Food,Kaffeeklatsch,2
Luminaire,47.677966999999995,-122.290667,Grateful Bread Baking Company & Cafe,47.67949626,-122.29050359999998,Cafe,Food,Grateful Bread Baking Company & Cafe,2
Morphauna,47.671267,-122.3532,Fresh Flours,47.67315635,-122.3544621,Cafe,Food,Fresh Flours,2
Signs of Life,47.6851,-122.33758300000001,Urban Bakery,47.68554763,-122.33669809999999,Cafe,Food,Urban Bakery,2
Untitled,47.719561,-122.297836,Kaffeeklatsch,47.71990931,-122.2949336,Cafe,Food,Kaffeeklatsch,2
Salmon Waves,47.66468,-122.3975,Hiram M. Chittenden Locks,47.66589302,-122.39704209999998,Canal Lock,Recreation,Hiram M. Chittenden Locks,2
Morphauna,47.671267,-122.3532,Chef Liao,47.67296182,-122.35430670000001,Chinese Restaurant,Food,Chef Liao,2
Sundial,47.667266999999995,-122.2818,Yummy Cafe,47.66867442,-122.2842729,Chinese Restaurant,Food,Yummy Cafe,2
Untitled,47.645333,-122.4016,Gim Wah,47.64532871,-122.40072930000001,Chinese Restaurant,Food,Gim Wah,2
Untitled,47.6452,-122.4014,Gim Wah,47.64532871,-122.40072930000001,Chinese Restaurant,Food,Gim Wah,2
Catfish,47.665717,-122.38225,Monster,47.66556277,-122.38207279999999,Clothing Store,Retail,Monster,2
Circulation,47.706033000000005,-122.322717,Zumiez,47.705923999999996,-122.32578500000001,Clothing Store,Retail,Zumiez,2
In Transition is Unity,47.705883,-122.32256699999999,Zumiez,47.705923999999996,-122.32578500000001,Clothing Store,Retail,Zumiez,2
In Transition is Unity,47.705883,-122.32256699999999,GAP,47.70546873,-122.32579840000001,Clothing Store,Retail,GAP,2
Ballard Centennial Bell Tower,47.6675,-122.384883,Little Tin Goods & Apothecary Cabinet,47.66709187,-122.38427539999999,Cocktail Bar,Retail,Little Tin Goods & Apothecary Cabinet,2
Coelacanths,47.6677,-122.38463300000001,Little Tin Goods & Apothecary Cabinet,47.66709187,-122.38427539999999,Cocktail Bar,Retail,Little Tin Goods & Apothecary Cabinet,2
Ross Creek,47.652516999999996,-122.3594,Stampede Cocktail Club,47.65266159,-122.3566468,Cocktail Bar,Retail,Stampede Cocktail Club,2
Ross Creek,47.652516999999996,-122.3594,The Helm,47.652498,-122.356835,Cocktail Bar,Retail,The Helm,2
Untitled,47.666167,-122.38285,Little Tin Goods & Apothecary Cabinet,47.66709187,-122.38427539999999,Cocktail Bar,Retail,Little Tin Goods & Apothecary Cabinet,2
Untitled,47.668017,-122.38536699999999,Little Tin Goods & Apothecary Cabinet,47.66709187,-122.38427539999999,Cocktail Bar,Retail,Little Tin Goods & Apothecary Cabinet,2
Untitled,47.668517,-122.386067,Little Tin Goods & Apothecary Cabinet,47.66709187,-122.38427539999999,Cocktail Bar,Retail,Little Tin Goods & Apothecary Cabinet,2
Vagor I And Vagor II,47.6678,-122.38475,Little Tin Goods & Apothecary Cabinet,47.66709187,-122.38427539999999,Cocktail Bar,Retail,Little Tin Goods & Apothecary Cabinet,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Little Tin Goods & Apothecary Cabinet,47.66709187,-122.38427539999999,Cocktail Bar,Retail,Little Tin Goods & Apothecary Cabinet,2
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Fiore,47.690414000000004,-122.398022,Coffee Shop,Food,Fiore,2
Aureole,47.7243,-122.348633,Starbucks,47.724334999999996,-122.3455,Coffee Shop,Food,Starbucks,2
Ballard Gateway,47.664986,-122.37613600000002,Java Jahn,47.66375545,-122.3750114,Coffee Shop,Food,Java Jahn,2
Ballard Gateway,47.664986,-122.37613600000002,Starbucks,47.66685827,-122.3765605,Coffee Shop,Food,Starbucks,2
Five Neons,47.661317,-122.338783,Chocolati Cafe,47.66146821,-122.33681229999999,Coffee Shop,Food,Chocolati Cafe,2
Homage to Hokusai,47.6814,-122.32695,Revolutions Coffee,47.68055902,-122.3260757,Coffee Shop,Food,Revolutions Coffee,2
Homage to Hokusai,47.6814,-122.32695,Starbucks,47.680008,-122.32553,Coffee Shop,Food,Starbucks,2
Into the Green Wood,47.687517,-122.3553,Chocolati Greenwood,47.68973168,-122.35560249999999,Coffee Shop,Food,Chocolati Greenwood,2
Into the Green Wood,47.687517,-122.3553,Diva Espresso,47.68691016,-122.35514209999998,Coffee Shop,Food,Diva Espresso,2
Into the Green Wood,47.687517,-122.3553,Makeda & Mingus Café,47.68542621,-122.3556868,Coffee Shop,Food,Makeda & Mingus Café,2
People Waiting for the Interurban,47.64945,-122.349483,Milstead & Co.,47.649376000000004,-122.347683,Coffee Shop,Food,Milstead & Co.,2
Pergola At Waiting For The Interurban,47.64945,-122.34955,Milstead & Co.,47.649376000000004,-122.347683,Coffee Shop,Food,Milstead & Co.,2
Playground,47.67675,-122.30495,Muddy Waters Espresso,47.67590725,-122.3028744,Coffee Shop,Food,Muddy Waters Espresso,2
Playground Artwork,47.6767,-122.30495,Muddy Waters Espresso,47.67590725,-122.3028744,Coffee Shop,Food,Muddy Waters Espresso,2
Portal,47.680316999999995,-122.328433,Retreat,47.67877596,-122.32680800000001,Coffee Shop,Food,Retreat,2
Portal,47.680316999999995,-122.328433,Peet's Coffee & Tea,47.67828,-122.327258,Coffee Shop,Food,Peet's Coffee & Tea,2
Reality Relics,47.650133000000004,-122.34843300000001,Milstead & Co.,47.649376000000004,-122.347683,Coffee Shop,Food,Milstead & Co.,2
Seattle Scatter Piece,47.73215,-122.34856699999999,Black Rock Coffee Bar,47.73276714,-122.34555690000002,Coffee Shop,Food,Black Rock Coffee Bar,2
Seven Figures,47.680417,-122.3281,Retreat,47.67877596,-122.32680800000001,Coffee Shop,Food,Retreat,2
Seven Figures,47.680417,-122.3281,Peet's Coffee & Tea,47.67828,-122.327258,Coffee Shop,Food,Peet's Coffee & Tea,2
Signs of Life,47.6851,-122.33758300000001,Chocolati Cafe,47.68543624,-122.33610230000001,Coffee Shop,Food,Chocolati Cafe,2
Swimming Fish,47.724233,-122.348633,Starbucks,47.724334999999996,-122.3455,Coffee Shop,Food,Starbucks,2
Untitled,47.666267,-122.349267,The Wild Cup,47.666565000000006,-122.35041100000001,Coffee Shop,Food,The Wild Cup,2
Untitled Star Map Floor Inlay,47.724083,-122.348533,Starbucks,47.724334999999996,-122.3455,Coffee Shop,Food,Starbucks,2
Water Borne,47.724167,-122.348633,Starbucks,47.724334999999996,-122.3455,Coffee Shop,Food,Starbucks,2
Water Weaving Light Cycle,47.650067,-122.34883300000001,Milstead & Co.,47.649376000000004,-122.347683,Coffee Shop,Food,Milstead & Co.,2
Whirr,47.724416999999995,-122.348483,Starbucks,47.724334999999996,-122.3455,Coffee Shop,Food,Starbucks,2
Firefighter Silhouettes,47.6652,-122.316833,Laughs Comedy Club Seattle,47.66694033,-122.3172436,Comedy Club,Recreation,Laughs Comedy Club Seattle,2
Salmon Waves,47.66468,-122.3975,Innovative Plumging Solutions,47.6643722,-122.39910379999999,Construction & Landscaping,Service,Innovative Plumging Solutions,2
Circulation,47.706033000000005,-122.322717,MAC Cosmetics,47.70638881,-122.32593259999999,Cosmetics Shop,Retail,MAC Cosmetics,2
Playground,47.67675,-122.30495,Crepe Cafe & Wine Bar,47.67586316,-122.3042679,Creperie,Food,Crepe Cafe & Wine Bar,2
Playground Artwork,47.6767,-122.30495,Crepe Cafe & Wine Bar,47.67586316,-122.3042679,Creperie,Food,Crepe Cafe & Wine Bar,2
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,Cupcake Royale and Verite Coffee,47.66882853,-122.3843779,Cupcake Shop,Food,Cupcake Royale and Verite Coffee,2
Five Neons,47.661317,-122.338783,Trophy Cupcakes,47.6609778,-122.3357199,Cupcake Shop,Food,Trophy Cupcakes,2
Circulation,47.706033000000005,-122.322717,Westlake Dance Center,47.70750958,-122.32218629999998,Dance Studio,Recreation,Westlake Dance Center,2
In Transition is Unity,47.705883,-122.32256699999999,Westlake Dance Center,47.70750958,-122.32218629999998,Dance Studio,Recreation,Westlake Dance Center,2
Wisteria Mural,47.6593,-122.319167,Trinity Market,47.65970845,-122.31772450000001,Deli / Bodega,Food,Trinity Market,2
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food,Pie Bar,2
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Ballard Centennial Bell Tower,47.6675,-122.384883,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Coelacanths,47.6677,-122.38463300000001,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Homage to Hokusai,47.6814,-122.32695,Jodee's Desserts,47.680969,-122.324744,Dessert Shop,Food,Jodee's Desserts,2
Signs of Life,47.6851,-122.33758300000001,Mix Ice Cream Bar,47.6857,-122.337,Dessert Shop,Food,Mix Ice Cream Bar,2
Untitled,47.668017,-122.38536699999999,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Untitled,47.668017,-122.38536699999999,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food,Pie Bar,2
Untitled,47.668517,-122.386067,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Untitled,47.668517,-122.386067,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food,Pie Bar,2
Vagor I And Vagor II,47.6678,-122.38475,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Vagor I And Vagor II,47.6678,-122.38475,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food,Pie Bar,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.38560120000001,Dessert Shop,Food,Hot Cakes Molten Chocolate Cakery,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food,Pie Bar,2
Sadako and the Thousand Paper Cranes,47.655583,-122.31865,Voula's Offshore Cafe,47.65470886,-122.321634,Diner,Food,Voula's Offshore Cafe,2
Wall of Death,47.65515,-122.31838300000001,Voula's Offshore Cafe,47.65470886,-122.321634,Diner,Food,Voula's Offshore Cafe,2
Cloud Stones,47.705566999999995,-122.336017,Mineral Springs Disc Golf Course,47.70512622,-122.33696809999999,Disc Golf,Recreation,Mineral Springs Disc Golf Course,2
Cloud Stones,47.705566999999995,-122.336017,North Park Disc Golf Course,47.70516283,-122.3370035,Disc Golf,Recreation,North Park Disc Golf Course,2
Wisteria Mural,47.6593,-122.319167,Blue Moon Tavern,47.66141396,-122.3200577,Dive Bar,Retail,Blue Moon Tavern,2
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Golden Gardens Off-Leash Dog Park,47.69102157,-122.4004517,Dog Run,Recreation,Golden Gardens Off-Leash Dog Park,2
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Magnuson Small Dog Area,47.68211167,-122.2568494,Dog Run,Recreation,Magnuson Small Dog Area,2
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Magnuson Dog Park Water Station,47.68307433,-122.25682150000002,Dog Run,Recreation,Magnuson Dog Park Water Station,2
Straight Shot,47.683316999999995,-122.254717,Magnuson Small Dog Area,47.68211167,-122.2568494,Dog Run,Recreation,Magnuson Small Dog Area,2
Straight Shot,47.683316999999995,-122.254717,Magnuson Dog Park Water Station,47.68307433,-122.25682150000002,Dog Run,Recreation,Magnuson Dog Park Water Station,2
Stroke,47.671383,-122.342717,Woodland Park Off-Leash Area,47.67005218,-122.34467360000001,Dog Run,Recreation,Woodland Park Off-Leash Area,2
Luminaire,47.677966999999995,-122.290667,Top Pot Doughnuts,47.67919285,-122.2905439,Donut Shop,Food,Top Pot Doughnuts,2
Wisteria Mural,47.6593,-122.319167,Ly's Donuts,47.66111407,-122.317232,Donut Shop,Food,Ly's Donuts,2
People Waiting for the Interurban,47.64945,-122.349483,Warby Parker,47.650859999999994,-122.35018000000001,Eye Doctor,Service,Warby Parker,2
Pergola At Waiting For The Interurban,47.64945,-122.34955,Warby Parker,47.650859999999994,-122.35018000000001,Eye Doctor,Service,Warby Parker,2
Reality Relics,47.650133000000004,-122.34843300000001,Warby Parker,47.650859999999994,-122.35018000000001,Eye Doctor,Service,Warby Parker,2
Water Weaving Light Cycle,47.650067,-122.34883300000001,Warby Parker,47.650859999999994,-122.35018000000001,Eye Doctor,Service,Warby Parker,2
Ballard Centennial Bell Tower,47.6675,-122.384883,Ballard Farmer's Market,47.66746623,-122.3843155,Farmers Market,Food,Ballard Farmer's Market,2
Coelacanths,47.6677,-122.38463300000001,Ballard Farmer's Market,47.66746623,-122.3843155,Farmers Market,Food,Ballard Farmer's Market,2
Memory Place,47.719633,-122.34148300000001,Peach Pit,47.718920000000004,-122.344485,Farmers Market,Food,Peach Pit,2
Meridian Archway,47.6649,-122.33368300000001,Wallingford Farmers Market,47.66404519,-122.33361809999998,Farmers Market,Food,Wallingford Farmers Market,2
Untitled,47.666167,-122.38285,Ballard Farmer's Market,47.66746623,-122.3843155,Farmers Market,Food,Ballard Farmer's Market,2
Untitled,47.668017,-122.38536699999999,Ballard Farmer's Market,47.66746623,-122.3843155,Farmers Market,Food,Ballard Farmer's Market,2
Untitled,47.668517,-122.386067,Ballard Farmer's Market,47.66746623,-122.3843155,Farmers Market,Food,Ballard Farmer's Market,2
Vagor I And Vagor II,47.6678,-122.38475,Ballard Farmer's Market,47.66746623,-122.3843155,Farmers Market,Food,Ballard Farmer's Market,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Ballard Farmer's Market,47.66746623,-122.3843155,Farmers Market,Food,Ballard Farmer's Market,2
Aureole,47.7243,-122.348633,Burger King,47.72463296,-122.34544779999999,Fast Food Restaurant,Food,Burger King,2
Swimming Fish,47.724233,-122.348633,Burger King,47.72463296,-122.34544779999999,Fast Food Restaurant,Food,Burger King,2
Untitled Star Map Floor Inlay,47.724083,-122.348533,Burger King,47.72463296,-122.34544779999999,Fast Food Restaurant,Food,Burger King,2
Water Borne,47.724167,-122.348633,Burger King,47.72463296,-122.34544779999999,Fast Food Restaurant,Food,Burger King,2
Whirr,47.724416999999995,-122.348483,Burger King,47.72463296,-122.34544779999999,Fast Food Restaurant,Food,Burger King,2
Portal,47.680316999999995,-122.328433,Spud Fish & Chips,47.67838575,-122.326978,Fish & Chips Shop,Food,Spud Fish & Chips,2
Seven Figures,47.680417,-122.3281,Spud Fish & Chips,47.67838575,-122.326978,Fish & Chips Shop,Food,Spud Fish & Chips,2
Big Tesla,47.699733,-122.34108300000001,Anthony's Finn truck,47.70059351,-122.339145,Food Truck,Food,Anthony's Finn truck,2
Conductive Paths,47.699833,-122.34165,Anthony's Finn truck,47.70059351,-122.339145,Food Truck,Food,Anthony's Finn truck,2
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Hot Revolution Mini Donuts,47.68201685,-122.2604707,Food Truck,Food,Hot Revolution Mini Donuts,2
Light Bulb Bench,47.700383,-122.34183300000001,Anthony's Finn truck,47.70059351,-122.339145,Food Truck,Food,Anthony's Finn truck,2
Ross Creek,47.652516999999996,-122.3594,Pomerol,47.65265835,-122.35649029999999,French Restaurant,Food,Pomerol,2
Portal,47.680316999999995,-122.328433,Zoëyogurt,47.67898664,-122.3259152,Frozen Yogurt Shop,Food,Zoëyogurt,2
Seven Figures,47.680417,-122.3281,Zoëyogurt,47.67898664,-122.3259152,Frozen Yogurt Shop,Food,Zoëyogurt,2
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,DIGS,47.66885872,-122.3823795,Furniture / Home Store,Retail,DIGS,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,DIGS,47.66885872,-122.3823795,Furniture / Home Store,Retail,DIGS,2
Catfish,47.665717,-122.38225,Mox Boarding House,47.66500968,-122.3804348,Gaming Cafe,Recreation,Mox Boarding House,2
