Title,Art Latitude,Art Longitude,Venue_x,Venue Latitude,Venue Longitude,Venue Category,Super Category,Venue_y,cluster_label
Story of North Island (Totem Pole),47.646933000000004,-122.301033,Water Into Electricity (That Man May Use It Freely),47.645342,-122.30129099999999,Art Gallery,Retail,Water Into Electricity (That Man May Use It Freely),3
Sundial,47.645267,-122.33635,Sundial,47.645267,-122.33635,Art Gallery,Retail,Sundial,3
Tree Bench,47.601517,-122.3071,Pratt Fine Arts Center,47.59973069,-122.3072094,Art Gallery,Retail,Pratt Fine Arts Center,3
Twine and Branch,47.62135,-122.35206699999999,Chihuly Glasshouse,47.620825,-122.350023,Art Gallery,Retail,Chihuly Glasshouse,3
Untitled Bird-Bath,47.6312,-122.31673300000001,Judge Thomas Burke,47.632111,-122.31571299999999,Art Gallery,Retail,Judge Thomas Burke,3
Water Into Electricity (That Man May Use It Freely),47.645417,-122.30115,Story of North Island (Totem Pole),47.646933000000004,-122.301033,Art Gallery,Retail,Story of North Island (Totem Pole),3
Water Into Electricity (That Man May Use It Freely),47.645417,-122.30115,Water Into Electricity (That Man May Use It Freely),47.645342,-122.30129099999999,Art Gallery,Retail,Water Into Electricity (That Man May Use It Freely),3
William H. Seward,47.6319,-122.31571699999999,Judge Thomas Burke,47.632111,-122.31571299999999,Art Gallery,Retail,Judge Thomas Burke,3
Biography of a Branch,47.6212,-122.35173300000001,Chihuly Garden and Glass,47.62053407,-122.35027690000001,Art Museum,Recreation,Chihuly Garden and Glass,3
Black Lightning,47.620367,-122.3483,Chihuly Garden and Glass,47.62053407,-122.35027690000001,Art Museum,Recreation,Chihuly Garden and Glass,3
Black Sun,47.629917,-122.31516699999999,Seattle Asian Art Museum,47.63016052,-122.31456440000001,Art Museum,Recreation,Seattle Asian Art Museum,3
Circus Ring Plaza,47.621,-122.35088300000001,Chihuly Garden and Glass,47.62053407,-122.35027690000001,Art Museum,Recreation,Chihuly Garden and Glass,3
Garthgoyles:  Designs for the Charlotte Martin Theatre,47.62085,-122.35211699999999,Chihuly Garden and Glass,47.62053407,-122.35027690000001,Art Museum,Recreation,Chihuly Garden and Glass,3
Hammering Man,47.607033,-122.33815,Seattle Art Museum,47.60705223,-122.3378192,Art Museum,Recreation,Seattle Art Museum,3
Homage in Green,47.63205,-122.3157,Seattle Asian Art Museum,47.63016052,-122.31456440000001,Art Museum,Recreation,Seattle Asian Art Museum,3
Human Forms in Balance,47.622083,-122.350867,Chihuly Garden and Glass,47.62053407,-122.35027690000001,Art Museum,Recreation,Chihuly Garden and Glass,3
Judge Thomas Burke,47.629283,-122.31525,Seattle Asian Art Museum,47.63016052,-122.31456440000001,Art Museum,Recreation,Seattle Asian Art Museum,3
Migrare,47.621767,-122.3515,Chihuly Garden and Glass,47.62053407,-122.35027690000001,Art Museum,Recreation,Chihuly Garden and Glass,3
Moon Gates,47.620033,-122.34891699999999,Chihuly Garden and Glass,47.62053407,-122.35027690000001,Art Museum,Recreation,Chihuly Garden and Glass,3
Moses,47.6208,-122.348933,Chihuly Garden and Glass,47.62053407,-122.35027690000001,Art Museum,Recreation,Chihuly Garden and Glass,3
Neototems Children's Garden,47.620166999999995,-122.3517,Chihuly Garden and Glass,47.62053407,-122.35027690000001,Art Museum,Recreation,Chihuly Garden and Glass,3
Olympic Iliad,47.6193,-122.3501,Chihuly Garden and Glass,47.62053407,-122.35027690000001,Art Museum,Recreation,Chihuly Garden and Glass,3
Playform,47.632183000000005,-122.31323300000001,Seattle Asian Art Museum,47.63016052,-122.31456440000001,Art Museum,Recreation,Seattle Asian Art Museum,3
Seattle Center Totem,47.620767,-122.35133300000001,Chihuly Garden and Glass,47.62053407,-122.35027690000001,Art Museum,Recreation,Chihuly Garden and Glass,3
Seattle Garden,47.607433,-122.339867,Seattle Art Museum,47.60705223,-122.3378192,Art Museum,Recreation,Seattle Art Museum,3
Skytones,47.60885,-122.336367,Seattle Art Museum,47.60705223,-122.3378192,Art Museum,Recreation,Seattle Art Museum,3
Twine and Branch,47.62135,-122.35206699999999,Chihuly Garden and Glass,47.62053407,-122.35027690000001,Art Museum,Recreation,Chihuly Garden and Glass,3
Untitled Bird-Bath,47.6312,-122.31673300000001,Seattle Asian Art Museum,47.63016052,-122.31456440000001,Art Museum,Recreation,Seattle Asian Art Museum,3
Untitled Mural,47.606167,-122.335017,Seattle Art Museum,47.60705223,-122.3378192,Art Museum,Recreation,Seattle Art Museum,3
William H. Seward,47.6319,-122.31571699999999,Seattle Asian Art Museum,47.63016052,-122.31456440000001,Art Museum,Recreation,Seattle Asian Art Museum,3
Migrare,47.621767,-122.3515,Glass Gallery,47.62042692,-122.35012409999999,Arts & Crafts Store,Retail,Glass Gallery,3
Neototems Children's Garden,47.620166999999995,-122.3517,Glass Gallery,47.62042692,-122.35012409999999,Arts & Crafts Store,Retail,Glass Gallery,3
Olympic Iliad,47.6193,-122.3501,Glass Gallery,47.62042692,-122.35012409999999,Arts & Crafts Store,Retail,Glass Gallery,3
Twine and Branch,47.62135,-122.35206699999999,Glass Gallery,47.62042692,-122.35012409999999,Arts & Crafts Store,Retail,Glass Gallery,3
Whirl Piece:  Current Events,47.601517,-122.32055,Northshore Hawaiian BBQ,47.60149573,-122.31741299999999,Asian Restaurant,Food,Northshore Hawaiian BBQ,3
House Finial,47.6216,-122.30705,Miller Playfield,47.62106219,-122.306478,Athletics & Sports,Recreation,Miller Playfield,3
Lantern Gateway,47.621533,-122.30723300000001,Miller Playfield,47.62106219,-122.306478,Athletics & Sports,Recreation,Miller Playfield,3
Skyline Canopies,47.6216,-122.30705,Miller Playfield,47.62106219,-122.306478,Athletics & Sports,Recreation,Miller Playfield,3
Copper,47.5822,-122.3236,The Shop,47.58272215,-122.32654369999999,Auto Workshop,Service,The Shop,3
Beckoning Cistern,47.61485,-122.35013300000001,Macrina Bakery,47.61440634,-122.3481554,Bakery,Food,Macrina Bakery,3
Chief Seattle,47.618417,-122.347417,La Parisienne,47.61691057,-122.34654259999999,Bakery,Food,La Parisienne,3
Chinese Grand Pavilion,47.598667,-122.32558300000001,Fuji Bakery,47.59835649,-122.32641880000001,Bakery,Food,Fuji Bakery,3
Farmer's Pole,47.61,-122.343783,Piroshky Piroshky,47.6098635,-122.34244029999999,Bakery,Food,Piroshky Piroshky,3
"Heaven, Man, Earth",47.598983000000004,-122.32518300000001,Fuji Bakery,47.59835649,-122.32641880000001,Bakery,Food,Fuji Bakery,3
Kuba Grille,47.607983000000004,-122.30218300000001,Central Cafe And Juice Bar,47.607867,-122.29948200000001,Bakery,Food,Central Cafe And Juice Bar,3
Mcgilvra's Farm,47.635467,-122.27791699999999,Madison Park Bakery,47.63600692,-122.2778861,Bakery,Food,Madison Park Bakery,3
Shango Throne,47.607683,-122.30215,Central Cafe And Juice Bar,47.607867,-122.29948200000001,Bakery,Food,Central Cafe And Juice Bar,3
Untitled,47.598766999999995,-122.32525,Fuji Bakery,47.59835649,-122.32641880000001,Bakery,Food,Fuji Bakery,3
Untitled ,47.618733,-122.347917,La Parisienne,47.61691057,-122.34654259999999,Bakery,Food,La Parisienne,3
Untitled (Kiosk),47.615617,-122.34458300000001,La Parisienne,47.61691057,-122.34654259999999,Bakery,Food,La Parisienne,3
Untitled Fence,47.610116999999995,-122.344117,Piroshky Piroshky,47.6098635,-122.34244029999999,Bakery,Food,Piroshky Piroshky,3
Untitled Totem Pole,47.61015,-122.34411999999999,Piroshky Piroshky,47.6098635,-122.34244029999999,Bakery,Food,Piroshky Piroshky,3
"Wave, Rave, Cave",47.613033,-122.34753300000001,Macrina Bakery,47.61440634,-122.3481554,Bakery,Food,Macrina Bakery,3
Beckoning Cistern,47.61485,-122.35013300000001,Some Random Bar,47.61563929,-122.3500258,Bar,Retail,Some Random Bar,3
Beckoning Cistern,47.61485,-122.35013300000001,Cyclops,47.61467027,-122.3487318,Bar,Retail,Cyclops,3
Dr. Mark A. Matthews,47.618666999999995,-122.341233,Gold Bar,47.62055893,-122.3398916,Bar,Retail,Gold Bar,3
Kuba Grille,47.607983000000004,-122.30218300000001,Twilight Exit,47.60817479999999,-122.2994538,Bar,Retail,Twilight Exit,3
Mcgilvra's Farm,47.635467,-122.27791699999999,The Attic Alehouse & Eatery,47.63629711,-122.277584,Bar,Retail,The Attic Alehouse & Eatery,3
Oshun Throne,47.60775,-122.302383,Twilight Exit,47.60817479999999,-122.2994538,Bar,Retail,Twilight Exit,3
Proverbs and Icons,47.6079,-122.30226699999999,Twilight Exit,47.60817479999999,-122.2994538,Bar,Retail,Twilight Exit,3
Shango Throne,47.607683,-122.30215,Twilight Exit,47.60817479999999,-122.2994538,Bar,Retail,Twilight Exit,3
Untitled,47.621783,-122.33238300000001,Bar Harbor,47.62227574,-122.33430259999999,Bar,Retail,Bar Harbor,3
Kuba Grille,47.607983000000004,-122.30218300000001,Garfield Ball Field,47.60682769,-122.3008867,Baseball Field,Recreation,Garfield Ball Field,3
Oshun Throne,47.60775,-122.302383,Garfield Ball Field,47.60682769,-122.3008867,Baseball Field,Recreation,Garfield Ball Field,3
Proverbs and Icons,47.6079,-122.30226699999999,Garfield Ball Field,47.60682769,-122.3008867,Baseball Field,Recreation,Garfield Ball Field,3
Step on no Pets,47.638166999999996,-122.3766,Emerald City Basketball Academy,47.63876548,-122.3769425,Basketball Court,Recreation,Emerald City Basketball Academy,3
Sundial,47.645267,-122.33635,Puget Sound,47.64503,-122.33888999999999,Bay,Recreation,Puget Sound,3
Hatch Covers,47.6039,-122.33083300000001,Hole in the Wall Barbecue,47.60252462,-122.33200929999998,BBQ Joint,Food,Hole in the Wall Barbecue,3
illumine,47.603867,-122.33055,Hole in the Wall Barbecue,47.60252462,-122.33200929999998,BBQ Joint,Food,Hole in the Wall Barbecue,3
Tree Bench,47.601517,-122.3071,R&L Home of Good Bar-B-Q,47.601857,-122.30823500000001,BBQ Joint,Food,R&L Home of Good Bar-B-Q,3
Mcgilvra's Farm,47.635467,-122.27791699999999,Madison Park Beach,47.63585368,-122.2767645,Beach,Recreation,Madison Park Beach,3
Sundial,47.645267,-122.33635,Gasworks Park Beach,47.64446649,-122.33442420000002,Beach,Recreation,Gasworks Park Beach,3
Judge Thomas Burke,47.629283,-122.31525,Shafer Baillie Mansion Bed & Breakfast,47.627091,-122.31493200000001,Bed & Breakfast,Hospitality,Shafer Baillie Mansion Bed & Breakfast,3
Tulip Tree Mosaic,47.6268,-122.311383,Mozart Guest House Bed and Breakfast,47.628094,-122.31289699999999,Bed & Breakfast,Hospitality,Mozart Guest House Bed and Breakfast,3
Tulip Tree Mosaic,47.6268,-122.311383,The Mansion,47.627119,-122.31423400000001,Bed & Breakfast,Hospitality,The Mansion,3
Waterfront Fountain,47.617983,-122.31946699999999,11th Avenue Inn Bed and Breakfast,47.61951038,-122.31858999999999,Bed & Breakfast,Hospitality,11th Avenue Inn Bed and Breakfast,3
Chief Seattle,47.618417,-122.347417,TeKu Tavern,47.6185858,-122.3460108,Beer Bar,Retail,TeKu Tavern,3
Equality,47.59405,-122.314117,West Wall,47.59353651,-122.3109854,Beer Bar,Retail,West Wall,3
Untitled ,47.618733,-122.347917,TeKu Tavern,47.6185858,-122.3460108,Beer Bar,Retail,TeKu Tavern,3
Skylight Aperture Sundial,47.64045,-122.3024,Montlake Bicycle Shop,47.639379999999996,-122.30233999999999,Bike Shop,Retail,Montlake Bicycle Shop,3
Step on no Pets,47.638166999999996,-122.3766,Alpine Hut,47.63925968,-122.3764773,Bike Shop,Retail,Alpine Hut,3
Story of North Island (Totem Pole),47.646933000000004,-122.301033,Husky Watergate,47.64765967,-122.2995178,Boat or Ferry,Recreation,Husky Watergate,3
Chinese Grand Pavilion,47.598667,-122.32558300000001,Kinokuniya Book Store,47.59730729,-122.32677279999999,Bookstore,Retail,Kinokuniya Book Store,3
"Heaven, Man, Earth",47.598983000000004,-122.32518300000001,Kinokuniya Book Store,47.59730729,-122.32677279999999,Bookstore,Retail,Kinokuniya Book Store,3
Neighbors,47.615117,-122.31701699999999,Elliott Bay Book Company,47.61468909,-122.3198854,Bookstore,Retail,Elliott Bay Book Company,3
Sand Dragon,47.596917,-122.323517,Kinokuniya Book Store,47.59730729,-122.32677279999999,Bookstore,Retail,Kinokuniya Book Store,3
Untitled,47.598766999999995,-122.32525,Kinokuniya Book Store,47.59730729,-122.32677279999999,Bookstore,Retail,Kinokuniya Book Store,3
Gates,47.6402,-122.29443300000001,Washington Park Arboretum,47.6397402,-122.29472109999999,Botanical Garden,Recreation,Washington Park Arboretum,3
Chinese Grand Pavilion,47.598667,-122.32558300000001,Momo,47.59923477,-122.3262729,Boutique,Retail,Momo,3
"Heaven, Man, Earth",47.598983000000004,-122.32518300000001,Momo,47.59923477,-122.3262729,Boutique,Retail,Momo,3
Untitled,47.598766999999995,-122.32525,Momo,47.59923477,-122.3262729,Boutique,Retail,Momo,3
112 Wristwatches,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Bear (Totem),47.600733,-122.33325,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food,Planet Java,3
Chief Seattle,47.618417,-122.347417,Tilikum Place Café,47.61802974,-122.34768940000001,Breakfast Spot,Food,Tilikum Place Café,3
Chief Seattle Fountain,47.602017,-122.33395,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Chief Seattle Fountain,47.602017,-122.33395,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food,Planet Java,3
Codes & Protocol,47.604317,-122.3296,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Codes & Protocol,47.60432,-122.3296,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Codes & Protocol,47.60475,-122.329917,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Common Ground,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Day/Night,47.601983000000004,-122.33395,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Day/Night,47.601983000000004,-122.33395,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food,Planet Java,3
Governor John Harte Mcgraw,47.613033,-122.33758300000001,Lola,47.61324705,-122.339874,Breakfast Spot,Food,Lola,3
Hatch Covers,47.6039,-122.33083300000001,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
illumine,47.603867,-122.33055,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Killer Whale (Totem),47.600533,-122.33311699999999,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food,Planet Java,3
Listening,47.60445,-122.33021699999999,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Pergola,47.601883,-122.3341,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Pergola,47.601883,-122.3341,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food,Planet Java,3
Points of View,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Points of View,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Prefontaine Fountain,47.601783000000005,-122.3308,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Seattle Totem Pole,47.6021,-122.33406699999999,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Seattle Totem Pole,47.6021,-122.33406699999999,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food,Planet Java,3
Sun and Raven (Totem),47.600516999999996,-122.333133,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food,Planet Java,3
Transition,47.60475,-122.33033300000001,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Tsonqua (Totem),47.600617,-122.33338300000001,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food,Planet Java,3
Untitled ,47.618733,-122.347917,Tilikum Place Café,47.61802974,-122.34768940000001,Breakfast Spot,Food,Tilikum Place Café,3
Water Works,47.60232,-122.33243,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Wings,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
"Witness and Dilemma, Levels, Weights and Measures",47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201000000001,Breakfast Spot,Food,Biscuit B*tch,3
Angie's Umbrella,47.611333,-122.345417,Cloudburst Brewing,47.61156494,-122.3452119,Brewery,Retail,Cloudburst Brewing,3
DNA Wave Wall,47.631717,-122.37745,Holy Mountain Brewing Company,47.63079466,-122.3745973,Brewery,Retail,Holy Mountain Brewing Company,3
Farmer's Pole,47.61,-122.343783,Cloudburst Brewing,47.61156494,-122.3452119,Brewery,Retail,Cloudburst Brewing,3
Seattle Scatter Piece,47.632467,-122.37565,Holy Mountain Brewing Company,47.63079466,-122.3745973,Brewery,Retail,Holy Mountain Brewing Company,3
Untitled Fence,47.610116999999995,-122.344117,Cloudburst Brewing,47.61156494,-122.3452119,Brewery,Retail,Cloudburst Brewing,3
Untitled Totem Pole,47.61015,-122.34411999999999,Cloudburst Brewing,47.61156494,-122.3452119,Brewery,Retail,Cloudburst Brewing,3
Activity in Growth,47.60665,-122.3327,Luly Yang Couture,47.60804147,-122.33437190000001,Bridal Shop,Retail,Luly Yang Couture,3
Astronomy by Day (and Other Oxymorons),47.6065,-122.33311699999999,Luly Yang Couture,47.60804147,-122.33437190000001,Bridal Shop,Retail,Luly Yang Couture,3
"Babe, The Phoenix Fairy, and The Magic Grove",47.6065,-122.33311699999999,Luly Yang Couture,47.60804147,-122.33437190000001,Bridal Shop,Retail,Luly Yang Couture,3
Braincast,47.6065,-122.33311699999999,Luly Yang Couture,47.60804147,-122.33437190000001,Bridal Shop,Retail,Luly Yang Couture,3
Fountain of Wisdom,47.6065,-122.33312,Luly Yang Couture,47.60804147,-122.33437190000001,Bridal Shop,Retail,Luly Yang Couture,3
LEW Floor,47.6065,-122.33311699999999,Luly Yang Couture,47.60804147,-122.33437190000001,Bridal Shop,Retail,Luly Yang Couture,3
Making Visible the Invisible,47.6065,-122.33311699999999,Luly Yang Couture,47.60804147,-122.33437190000001,Bridal Shop,Retail,Luly Yang Couture,3
Naramore Fountain,47.608331,-122.3317,Luly Yang Couture,47.60804147,-122.33437190000001,Bridal Shop,Retail,Luly Yang Couture,3
Sculptural Screen,47.606167,-122.333483,Luly Yang Couture,47.60804147,-122.33437190000001,Bridal Shop,Retail,Luly Yang Couture,3
Skytones,47.60885,-122.336367,Luly Yang Couture,47.60804147,-122.33437190000001,Bridal Shop,Retail,Luly Yang Couture,3
Untitled Mural,47.606167,-122.335017,Luly Yang Couture,47.60804147,-122.33437190000001,Bridal Shop,Retail,Luly Yang Couture,3
Sand Dragon,47.596917,-122.323517,Young Tea,47.59736621,-122.32596159999999,Bubble Tea Shop,Food,Young Tea,3
Waterfront Fountain,47.617983,-122.31946699999999,atulea,47.616909,-122.317307,Bubble Tea Shop,Food,atulea,3
Dreamboats,47.640183,-122.32596699999999,Otter Bar & Burger,47.64193579999999,-122.3260176,Burger Joint,Food,Otter Bar & Burger,3
Three Piece Sculpture #3: Vertebrae,47.605616999999995,-122.3339,Great State Burger,47.60638603,-122.33482509999999,Burger Joint,Food,Great State Burger,3
Waterfront Fountain,47.617983,-122.31946699999999,Dick's Drive-In,47.61932651,-122.32107579999999,Burger Joint,Food,Dick's Drive-In,3
112 Wristwatches,47.603983,-122.329167,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
112 Wristwatches,47.603983,-122.329167,Flame Catering Cafe,47.60221243,-122.3308195,Cafe,Food,Flame Catering Cafe,3
4 (Where shall I go ahead?),47.599317,-122.330183,Hood Famous Cafe + Bar,47.59800674,-122.3277672,Cafe,Food,Hood Famous Cafe + Bar,3
Blue Glass Passage,47.602517,-122.32846699999999,Caffe Vita,47.60091883,-122.3293074,Cafe,Food,Caffe Vita,3
Blue Glass Passage,47.602517,-122.32846699999999,Flame Catering Cafe,47.60221243,-122.3308195,Cafe,Food,Flame Catering Cafe,3
Chinese Grand Pavilion,47.598667,-122.32558300000001,Hood Famous Cafe + Bar,47.59800674,-122.3277672,Cafe,Food,Hood Famous Cafe + Bar,3
Codes & Protocol,47.604317,-122.3296,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Codes & Protocol,47.60432,-122.3296,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Codes & Protocol,47.604566999999996,-122.3292,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Codes & Protocol,47.60475,-122.329917,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Common Ground,47.603983,-122.329167,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Common Ground,47.603983,-122.329167,Flame Catering Cafe,47.60221243,-122.3308195,Cafe,Food,Flame Catering Cafe,3
Continuum,47.602517,-122.32846699999999,Caffe Vita,47.60091883,-122.3293074,Cafe,Food,Caffe Vita,3
Continuum,47.602517,-122.32846699999999,Flame Catering Cafe,47.60221243,-122.3308195,Cafe,Food,Flame Catering Cafe,3
Evolving Wing and the Gravity of Presence,47.602517,-122.32846699999999,Caffe Vita,47.60091883,-122.3293074,Cafe,Food,Caffe Vita,3
Evolving Wing and the Gravity of Presence,47.602517,-122.32846699999999,Flame Catering Cafe,47.60221243,-122.3308195,Cafe,Food,Flame Catering Cafe,3
Hatch Covers,47.6039,-122.33083300000001,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
"Heaven, Man, Earth",47.598983000000004,-122.32518300000001,Hood Famous Cafe + Bar,47.59800674,-122.3277672,Cafe,Food,Hood Famous Cafe + Bar,3
illumine,47.603867,-122.33055,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,Flame Catering Cafe,47.60221243,-122.3308195,Cafe,Food,Flame Catering Cafe,3
Listening,47.60445,-122.33021699999999,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Mcgilvra's Farm,47.635467,-122.27791699999999,Madison Kitchen,47.63534668,-122.2788193,Cafe,Food,Madison Kitchen,3
Neighbors,47.615117,-122.31701699999999,Cafe Pettirosso,47.61399086,-122.3180926,Cafe,Food,Cafe Pettirosso,3
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,Flame Catering Cafe,47.60221243,-122.3308195,Cafe,Food,Flame Catering Cafe,3
Points of View,47.603983,-122.329167,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Points of View,47.603983,-122.329167,Flame Catering Cafe,47.60221243,-122.3308195,Cafe,Food,Flame Catering Cafe,3
Points of View,47.603983,-122.329167,Juicy Cafe,47.60432935,-122.3309582,Cafe,Food,Juicy Cafe,3
Points of View,47.603983,-122.329167,Flame Catering Cafe,47.60221243,-122.3308195,Cafe,Food,Flame Catering Cafe,3
Quintet in D,47.633717,-122.36278300000001,Queen Bee Cafe,47.63229921,-122.36022150000001,Cafe,Food,Queen Bee Cafe,3
