Title,Art Latitude,Art Longitude,Venue_x,Venue Latitude,Venue Longitude,Venue Category,Super Category,Venue_y,cluster_label
A Place Called Home,47.560033000000004,-122.2869,Starbucks,47.558765,-122.28526000000001,Coffee Shop,Food,Starbucks,1
Gravity Law,47.521383,-122.2705,Starbucks,47.5207225,-122.2679991,Coffee Shop,Food,Starbucks,1
Memories,47.521483,-122.270533,Starbucks,47.5207225,-122.2679991,Coffee Shop,Food,Starbucks,1
Periscope Tree,47.569783,-122.2863,Starbucks,47.569278999999995,-122.287947,Coffee Shop,Food,Starbucks,1
Pursuit of Knowledge,47.521533000000005,-122.27021699999999,Starbucks,47.5207225,-122.2679991,Coffee Shop,Food,Starbucks,1
Spirit of Washington,47.560033000000004,-122.2873,Starbucks,47.558765,-122.28526000000001,Coffee Shop,Food,Starbucks,1
Wit and Wisdom,47.551266999999996,-122.2779,Onda Origins,47.551860999999995,-122.2779,Coffee Shop,Food,Onda Origins,1
Gravity Law,47.521383,-122.2705,Dollar Tree,47.52332,-122.26998999999999,Discount Store,Retail,Dollar Tree,1
Memories,47.521483,-122.270533,Dollar Tree,47.52332,-122.26998999999999,Discount Store,Retail,Dollar Tree,1
Pursuit of Knowledge,47.521533000000005,-122.27021699999999,Dollar Tree,47.52332,-122.26998999999999,Discount Store,Retail,Dollar Tree,1
The Children,47.5216,-122.271267,Dollar Tree,47.52332,-122.26998999999999,Discount Store,Retail,Dollar Tree,1
Gravity Law,47.521383,-122.2705,King Donuts and Teriyaki and Laundromat,47.52042266,-122.269791,Donut Shop,Food,King Donuts and Teriyaki and Laundromat,1
Memories,47.521483,-122.270533,King Donuts and Teriyaki and Laundromat,47.52042266,-122.269791,Donut Shop,Food,King Donuts and Teriyaki and Laundromat,1
Pursuit of Knowledge,47.521533000000005,-122.27021699999999,King Donuts and Teriyaki and Laundromat,47.52042266,-122.269791,Donut Shop,Food,King Donuts and Teriyaki and Laundromat,1
The Children,47.5216,-122.271267,King Donuts and Teriyaki and Laundromat,47.52042266,-122.269791,Donut Shop,Food,King Donuts and Teriyaki and Laundromat,1
The Unity and Oneness of all,47.56355,-122.28606699999999,Tagla Ethiopian Cafe,47.56357281,-122.28819299999999,Ethiopian Restaurant,Food,Tagla Ethiopian Cafe,1
A Place Called Home,47.560033000000004,-122.2869,Columbia City Farmers Market,47.55873816,-122.28761409999998,Farmers Market,Food,Columbia City Farmers Market,1
Spirit of Washington,47.560033000000004,-122.2873,Columbia City Farmers Market,47.55873816,-122.28761409999998,Farmers Market,Food,Columbia City Farmers Market,1
Gravity Law,47.521383,-122.2705,Jack in the Box,47.5217446,-122.2696432,Fast Food Restaurant,Food,Jack in the Box,1
Memories,47.521483,-122.270533,Jack in the Box,47.5217446,-122.2696432,Fast Food Restaurant,Food,Jack in the Box,1
Pursuit of Knowledge,47.521533000000005,-122.27021699999999,Jack in the Box,47.5217446,-122.2696432,Fast Food Restaurant,Food,Jack in the Box,1
Sherwood Gillespie,47.567017,-122.3074,beacon grill,47.567177,-122.307199,Fast Food Restaurant,Food,beacon grill,1
The Children,47.5216,-122.271267,Jack in the Box,47.5217446,-122.2696432,Fast Food Restaurant,Food,Jack in the Box,1
The Unity and Oneness of all,47.56355,-122.28606699999999,Ezell's Famous Chicken,47.56309301,-122.2876304,Fried Chicken Joint,Food,Ezell's Famous Chicken,1
Spirit of Washington,47.560033000000004,-122.2873,Phase Two Interiors,47.55874,-122.28518999999999,Furniture / Home Store,Retail,Phase Two Interiors,1
The Children,47.5216,-122.271267,Seattle Farm Co-op,47.521578999999996,-122.26866100000001,Garden Center,Retail,Seattle Farm Co-op,1
The Unity and Oneness of all,47.56355,-122.28606699999999,Shell,47.56396531,-122.2864622,Gas Station,Retail,Shell,1
Sherwood Gillespie,47.567017,-122.3074,Jefferson Park Golf Course,47.56711583,-122.307229,Golf Course,Recreation,Jefferson Park Golf Course,1
Sherwood Gillespie,47.567017,-122.3074,Jefferson Park Footgolf Course,47.56677109,-122.3067284,Golf Course,Recreation,Jefferson Park Footgolf Course,1
Sherwood Gillespie,47.567017,-122.3074,Jefferson Park Driving Range,47.56723207,-122.30745719999999,Golf Driving Range,Recreation,Jefferson Park Driving Range,1
.01 - Beacon Hill Discovery; .02 - Ravens Bill Downspouts,47.577833,-122.31126699999999,Hilltop Red Apple Market,47.57917651,-122.3120537,Grocery Store,Retail,Hilltop Red Apple Market,1
Gravity Law,47.521383,-122.2705,Safeway,47.52072839,-122.26808659999999,Grocery Store,Retail,Safeway,1
Memories,47.521483,-122.270533,Safeway,47.52072839,-122.26808659999999,Grocery Store,Retail,Safeway,1
Pursuit of Knowledge,47.521533000000005,-122.27021699999999,Safeway,47.52072839,-122.26808659999999,Grocery Store,Retail,Safeway,1
The Unity and Oneness of all,47.56355,-122.28606699999999,CrossFit RE,47.56428633,-122.2886601,Gym,Recreation,CrossFit RE,1
Wit and Wisdom,47.551266999999996,-122.2779,Rocket Community Fitness,47.55068505,-122.27709499999999,Gym,Recreation,Rocket Community Fitness,1
Martin Luther King Jr. Memorial,47.583067,-122.29735,Amy Yee Tennis Center,47.58425537,-122.29790009999999,Gym / Fitness Center,Recreation,Amy Yee Tennis Center,1
A Place Called Home,47.560033000000004,-122.2869,Molly Moon's Homemade Ice Cream,47.55882815,-122.28560359999999,Ice Cream Shop,Food,Molly Moon's Homemade Ice Cream,1
Spirit of Washington,47.560033000000004,-122.2873,Molly Moon's Homemade Ice Cream,47.55882815,-122.28560359999999,Ice Cream Shop,Food,Molly Moon's Homemade Ice Cream,1
A Place Called Home,47.560033000000004,-122.2869,Ark Lodge Cinema,47.55909125,-122.2854078,Indie Movie Theater,Recreation,Ark Lodge Cinema,1
Spirit of Washington,47.560033000000004,-122.2873,Ark Lodge Cinema,47.55909125,-122.2854078,Indie Movie Theater,Recreation,Ark Lodge Cinema,1
.01 - Beacon Hill Discovery; .02 - Ravens Bill Downspouts,47.577833,-122.31126699999999,Cafe Bengodi,47.57877124,-122.31138229999999,Italian Restaurant,Food,Cafe Bengodi,1
A Place Called Home,47.560033000000004,-122.2869,La Medusa,47.5584859,-122.28546570000002,Italian Restaurant,Food,La Medusa,1
Spirit of Washington,47.560033000000004,-122.2873,La Medusa,47.5584859,-122.28546570000002,Italian Restaurant,Food,La Medusa,1
Garden Path,47.581717,-122.28816699999999,Lake Washington Park Bay,47.58287515,-122.2869057,Lake,Recreation,Lake Washington Park Bay,1
Japanese Lantern,47.5825,-122.28795,Lake Washington Park Bay,47.58287515,-122.2869057,Lake,Recreation,Lake Washington Park Bay,1
The Unified Playing Field Theory,47.528166999999996,-122.32305,Seattle Public Library - South Park,47.526264000000005,-122.322593,Library,Recreation,Seattle Public Library - South Park,1
Gravity Law,47.521383,-122.2705,State Liquor Store,47.521012,-122.268126,Liquor Store,Retail,State Liquor Store,1
Memories,47.521483,-122.270533,State Liquor Store,47.521012,-122.268126,Liquor Store,Retail,State Liquor Store,1
Pursuit of Knowledge,47.521533000000005,-122.27021699999999,State Liquor Store,47.521012,-122.268126,Liquor Store,Retail,State Liquor Store,1
The Children,47.5216,-122.271267,State Liquor Store,47.521012,-122.268126,Liquor Store,Retail,State Liquor Store,1
Electrical Abuse,47.506633,-122.26606699999999,Dungeon Of Spirits,47.50640106,-122.2627869,Lounge,Retail,Dungeon Of Spirits,1
.01 - Beacon Hill Discovery; .02 - Ravens Bill Downspouts,47.577833,-122.31126699999999,Homer,47.57670576,-122.3099976,Mediterranean Restaurant,Food,Homer,1
Untitled Stone Garden Lantern,47.54958,-122.25731999999999,Seward Park Audubon Center,47.54954271,-122.2563113,Nature Preserve,Recreation,Seward Park Audubon Center,1
A Place Called Home,47.560033000000004,-122.2869,Columbia Park,47.5598039,-122.2875094,Park,Recreation,Columbia Park,1
Bottle Cap Children,47.561533000000004,-122.28471699999999,Rainier Community Center Garden,47.56119397,-122.2826385,Park,Recreation,Rainier Community Center Garden,1
Clock Tower,47.561533000000004,-122.28471699999999,Rainier Community Center Garden,47.56119397,-122.2826385,Park,Recreation,Rainier Community Center Garden,1
Earth Story,47.5616,-122.28463300000001,Rainier Community Center Garden,47.56119397,-122.2826385,Park,Recreation,Rainier Community Center Garden,1
Garden Path,47.581717,-122.28816699999999,Mount Baker Park,47.58031814,-122.28858229999999,Park,Recreation,Mount Baker Park,1
I-90 Portal,47.5911,-122.288133,Day Street Park,47.59044158,-122.28631709999999,Park,Recreation,Day Street Park,1
Japanese Lantern,47.5825,-122.28795,Mount Baker Park,47.58031814,-122.28858229999999,Park,Recreation,Mount Baker Park,1
Martin Luther King Jr. Memorial,47.583067,-122.29735,"Martin Luther King, Jr. Memorial Park",47.58428413,-122.29647630000001,Park,Recreation,"Martin Luther King, Jr. Memorial Park",1
Martin Luther King Jr. Memorial,47.583067,-122.29735,MLK Jr. Memorial Park,47.58348932,-122.2967994,Park,Recreation,MLK Jr. Memorial Park,1
Martin Luther King Jr. Memorial,47.583067,-122.29735,College Street Park,47.58260551,-122.29434840000002,Park,Recreation,College Street Park,1
Sherwood Gillespie,47.567017,-122.3074,Jefferson Park,47.56740539,-122.31036189999999,Park,Recreation,Jefferson Park,1
Spirit of Washington,47.560033000000004,-122.2873,Columbia Park,47.5598039,-122.2875094,Park,Recreation,Columbia Park,1
The Unified Playing Field Theory,47.528166999999996,-122.32305,Cesar Chavez Park,47.52667751,-122.3253393,Park,Recreation,Cesar Chavez Park,1
Untitled Stone Garden Lantern,47.54958,-122.25731999999999,Seward Park,47.55020693,-122.2573318,Park,Recreation,Seward Park,1
Wit and Wisdom,47.551266999999996,-122.2779,Hillman City Parklet,47.55183644,-122.27791540000001,Park,Recreation,Hillman City Parklet,1
A Place Called Home,47.560033000000004,-122.2869,All The Best Pet Care,47.55940149,-122.2862287,Pet Store,Retail,All The Best Pet Care,1
Spirit of Washington,47.560033000000004,-122.2873,All The Best Pet Care,47.55940149,-122.2862287,Pet Store,Retail,All The Best Pet Care,1
Gravity Law,47.521383,-122.2705,Rite Aid,47.52263,-122.269319,Pharmacy,Retail,Rite Aid,1
Memories,47.521483,-122.270533,Rite Aid,47.52263,-122.269319,Pharmacy,Retail,Rite Aid,1
Pursuit of Knowledge,47.521533000000005,-122.27021699999999,Rite Aid,47.52263,-122.269319,Pharmacy,Retail,Rite Aid,1
The Children,47.5216,-122.271267,Rite Aid,47.52263,-122.269319,Pharmacy,Retail,Rite Aid,1
I-90 Portal,47.5911,-122.288133,Day Street Boat Ramp,47.59050298,-122.2864648,Pier,Recreation,Day Street Boat Ramp,1
The Unity and Oneness of all,47.56355,-122.28606699999999,Domino's Pizza,47.5630935,-122.28767930000001,Pizza Place,Food,Domino's Pizza,1
Wit and Wisdom,47.551266999999996,-122.2779,Eyman's Pizza,47.55164253,-122.2781077,Pizza Place,Food,Eyman's Pizza,1
Common Ground,47.518917,-122.284567,Benefit Playground,47.51989327,-122.28349709999999,Playground,Recreation,Benefit Playground,1
"Hydro Roots from the project ""Vista""",47.571517,-122.30826699999999,Jefferson Park Playground,47.57056564,-122.30905359999998,Playground,Recreation,Jefferson Park Playground,1
"Hydro Roots from the project ""Vista""",47.571517,-122.30826699999999,Jefferson Park Zipline,47.57111478,-122.3093037,Playground,Recreation,Jefferson Park Zipline,1
"Plynth and Pylon from the Project ""Vista""",47.570733000000004,-122.30796699999999,Jefferson Park Playground,47.57056564,-122.30905359999998,Playground,Recreation,Jefferson Park Playground,1
"Plynth and Pylon from the Project ""Vista""",47.570733000000004,-122.30796699999999,Jefferson Park Zipline,47.57111478,-122.3093037,Playground,Recreation,Jefferson Park Zipline,1
Salmon,47.5387,-122.29331699999999,Van Asselt Playground,47.53971458,-122.2942035,Playground,Recreation,Van Asselt Playground,1
Seattle Scatter Piece,47.5711,-122.312533,Jefferson Park Zipline,47.57111478,-122.3093037,Playground,Recreation,Jefferson Park Zipline,1
The Unified Playing Field Theory,47.528166999999996,-122.32305,South Park Playground,47.52785112,-122.32426640000001,Playground,Recreation,South Park Playground,1
Tidal Wave Story,47.571783,-122.3085,Jefferson Park Playground,47.57056564,-122.30905359999998,Playground,Recreation,Jefferson Park Playground,1
Tidal Wave Story,47.571783,-122.3085,Jefferson Park Zipline,47.57111478,-122.3093037,Playground,Recreation,Jefferson Park Zipline,1
Untitled Stone Garden Lantern,47.54958,-122.25731999999999,Seward Park Playground,47.54939497,-122.25632859999999,Playground,Recreation,Seward Park Playground,1
.01 - Beacon Hill Discovery; .02 - Ravens Bill Downspouts,47.577833,-122.31126699999999,Oak,47.57642966,-122.3098031,Pub,Food,Oak,1
"Hydro Roots from the project ""Vista""",47.571517,-122.30826699999999,Tippe and Drague Alehouse,47.57359934,-122.3089687,Pub,Food,Tippe and Drague Alehouse,1
Tidal Wave Story,47.571783,-122.3085,Tippe and Drague Alehouse,47.57359934,-122.3089687,Pub,Food,Tippe and Drague Alehouse,1
Wit and Wisdom,47.551266999999996,-122.2779,Slow Boat Tavern,47.55097149,-122.27781840000002,Pub,Food,Slow Boat Tavern,1
Wit and Wisdom,47.551266999999996,-122.2779,Spinnaker Bay Brewing,47.55075574,-122.27742830000001,Pub,Food,Spinnaker Bay Brewing,1
Gravity Law,47.521383,-122.2705,Hair Art Beauty Supply,47.52285056,-122.26900400000001,Salon / Barbershop,Service,Hair Art Beauty Supply,1
Memories,47.521483,-122.270533,Hair Art Beauty Supply,47.52285056,-122.26900400000001,Salon / Barbershop,Service,Hair Art Beauty Supply,1
Pursuit of Knowledge,47.521533000000005,-122.27021699999999,Hair Art Beauty Supply,47.52285056,-122.26900400000001,Salon / Barbershop,Service,Hair Art Beauty Supply,1
The Children,47.5216,-122.271267,Hair Art Beauty Supply,47.52285056,-122.26900400000001,Salon / Barbershop,Service,Hair Art Beauty Supply,1
A Place Called Home,47.560033000000004,-122.2869,Subway,47.55870936,-122.2854906,Sandwich Place,Food,Subway,1
Gravity Law,47.521383,-122.2705,Sub Shop #7,47.52198333,-122.26973729999999,Sandwich Place,Food,Sub Shop #7,1
Memories,47.521483,-122.270533,Sub Shop #7,47.52198333,-122.26973729999999,Sandwich Place,Food,Sub Shop #7,1
Pursuit of Knowledge,47.521533000000005,-122.27021699999999,Sub Shop #7,47.52198333,-122.26973729999999,Sandwich Place,Food,Sub Shop #7,1
Spirit of Washington,47.560033000000004,-122.2873,Subway,47.55870936,-122.2854906,Sandwich Place,Food,Subway,1
The Children,47.5216,-122.271267,Sub Shop #7,47.52198333,-122.26973729999999,Sandwich Place,Food,Sub Shop #7,1
I-90 Portal,47.5911,-122.288133,East Portal Viewpoint,47.59041208,-122.2889107,Scenic Lookout,Recreation,East Portal Viewpoint,1
Periscope Tree,47.569783,-122.2863,Rainier Valley Square,47.56956133,-122.2890906,Shopping Mall,Retail,Rainier Valley Square,1
Sherwood Gillespie,47.567017,-122.3074,Jefferson Park Lawn Bowling Club,47.567163,-122.30761000000001,Sports Club,Recreation,Jefferson Park Lawn Bowling Club,1
.01 - Beacon Hill Discovery; .02 - Ravens Bill Downspouts,47.577833,-122.31126699999999,Tacos Chukis,47.57954486,-122.31159129999999,Taco Place,Food,Tacos Chukis,1
The Unity and Oneness of all,47.56355,-122.28606699999999,Adam Tailoring & Alterations,47.562256,-122.28810800000001,Tailor Shop,Service,Adam Tailoring & Alterations,1
Bottle Cap Children,47.561533000000004,-122.28471699999999,Rainier Tennis Courts,47.56265776,-122.2868739,Tennis Court,Recreation,Rainier Tennis Courts,1
Clock Tower,47.561533000000004,-122.28471699999999,Rainier Tennis Courts,47.56265776,-122.2868739,Tennis Court,Recreation,Rainier Tennis Courts,1
Earth Story,47.5616,-122.28463300000001,Rainier Tennis Courts,47.56265776,-122.2868739,Tennis Court,Recreation,Rainier Tennis Courts,1
I-90 Portal,47.5911,-122.288133,Mt. Baker Bike Tunnel,47.59067444,-122.28855209999999,Trail,Recreation,Mt. Baker Bike Tunnel,1
I-90 Portal,47.5911,-122.288133,I90 Stairs,47.59032271,-122.2859592,Trail,Recreation,I90 Stairs,1
Untitled Stone Garden Lantern,47.54958,-122.25731999999999,Seward Park Loop,47.55096673,-122.25698759999999,Trail,Recreation,Seward Park Loop,1
Untitled Stone Garden Lantern,47.54958,-122.25731999999999,Seward Park Bike Path,47.55095178,-122.2572377,Trail,Recreation,Seward Park Bike Path,1
The Children,47.5216,-122.271267,Redbox,47.519964,-122.26938500000001,Video Store,Retail,Redbox,1
The Unity and Oneness of all,47.56355,-122.28606699999999,Redbox,47.563615999999996,-122.287353,Video Store,Retail,Redbox,1
Gravity Law,47.521383,-122.2705,Pho Van,47.52110443,-122.2696412,Vietnamese Restaurant,Food,Pho Van,1
Memories,47.521483,-122.270533,Pho Van,47.52110443,-122.2696412,Vietnamese Restaurant,Food,Pho Van,1
Pursuit of Knowledge,47.521533000000005,-122.27021699999999,Pho Van,47.52110443,-122.2696412,Vietnamese Restaurant,Food,Pho Van,1
The Children,47.5216,-122.271267,Pho Van,47.52110443,-122.2696412,Vietnamese Restaurant,Food,Pho Van,1
"Hydro Roots from the project ""Vista""",47.571517,-122.30826699999999,Petite Soif,47.573673,-122.30908000000001,Wine Bar,Retail,Petite Soif,1
Tidal Wave Story,47.571783,-122.3085,Petite Soif,47.573673,-122.30908000000001,Wine Bar,Retail,Petite Soif,1
The Unity and Oneness of all,47.56355,-122.28606699999999,Tiger Lily Yoga,47.564079,-122.288458,Yoga Studio,Recreation,Tiger Lily Yoga,1
